,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
16779,9913098,515184952084,,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclassified,17.0,104.0,,,,,,
16780,9913098,515184952084,,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,babelia 6164137243739591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclassified,17.0,104.0,,,,,,
16781,9917215,515184956201,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679044306.0,,,1661.0,911.0,1627.0,951.0,1694.0,871.0,"0,31520","0,31536","-0,89510","0,25802","0,29759","-0,91916",,,Valid,Valid,"198,3","12,4","703,3","265,1","8,6","709,7","445,9","260,1","464,3","238,4","0,9217","0,8433","0,9015","0,8801","0,9419","0,8065",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,104.0,,,,,,
16782,9925478,515184964464,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679052568.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,70.0,,,,,,
16783,9933805,515184972791,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679060895.0,,,1688.0,906.0,1649.0,957.0,1727.0,854.0,"0,32155","0,31650","-0,89243","0,26902","0,29099","-0,91813","2,68","3,00",Valid,Valid,"198,7","12,7","702,9","265,5","8,8","709,6","452,0","262,0","473,4","233,7","0,9383","0,8385","0,9147","0,8863","0,9619","0,7907",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,105.0,,,,,,
16784,9942181,515184981167,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679069271.0,,,1696.0,888.0,1650.0,936.0,1741.0,840.0,"0,32259","0,30976","-0,89442","0,27369","0,28601","-0,91831",,,Valid,Valid,"198,9","12,9","702,6","265,7","9,0","709,5","452,3","256,3","477,1","230,0","0,9428","0,8225","0,9155","0,8670","0,9700","0,7780",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,105.0,,,,,,
16785,9950502,515184989488,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679077592.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,71.0,,,,,,
16786,9958796,515184997782,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679085885.0,,,1719.0,861.0,,,1719.0,861.0,,,,"0,26555","0,29289","-0,91853",,"3,08",Invalid,Valid,,,,"266,0","9,3","709,4",,,"471,1","235,5","0,9567","0,7968",,,"0,9567","0,7968",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,106.0,,,,,,
16787,9967128,515185006114,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679094217.0,,,1693.0,911.0,1665.0,953.0,1721.0,869.0,"0,32636","0,31396","-0,89158","0,26597","0,29528","-0,91764",,,Valid,Valid,"199,4","13,6","702,0","266,1","9,5","709,3","456,4","260,8","471,7","237,7","0,9413","0,8434","0,9244","0,8825","0,9582","0,8043",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,106.0,,,,,,
16788,9975460,515185014446,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording3,30.09.2020,30.09.2020,14:54:28.720,12:54:28.720,15290,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",679102549.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,72.0,,,,,,
