,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
11498,3610395,613508000652,,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixation,258.0,14.0,1827.0,827.0,,,,
11499,3610395,613508000652,,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,thumbnail_grossTrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixation,258.0,14.0,1827.0,827.0,,,,
11500,3610971,613508001228,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078100776.0,,,1823.0,827.0,1790.0,820.0,1855.0,834.0,"0,38323","0,33702","-0,85997","0,32385","0,36311","-0,87366","4,17","3,72",Valid,Valid,"221,5","-12,3","603,7","287,5","-19,6","596,3","490,5","224,3","508,5","228,3",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11501,3619312,613508009569,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078109117.0,,,1818.0,826.0,1784.0,821.0,1851.0,830.0,"0,38132","0,33771","-0,86055","0,32243","0,36207","-0,87461",,,Valid,Valid,"221,5","-12,3","603,6","287,5","-19,8","596,6","489,0","224,6","507,4","227,2",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11502,3627654,613508017911,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078117459.0,,,1814.0,828.0,1770.0,832.0,1857.0,823.0,"0,37607","0,34246","-0,86099","0,32478","0,35911","-0,87496",,,Valid,Valid,"221,4","-12,3","603,7","287,5","-19,9","597,0","485,1","227,8","509,1","225,1",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11503,3635976,613508026233,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078125780.0,,,1822.0,825.0,1773.0,832.0,1872.0,817.0,"0,37692","0,34224","-0,86070","0,32985","0,35678","-0,87402","4,16","3,79",Valid,Valid,"221,5","-12,3","603,7","287,5","-20,2","597,4","485,9","227,7","513,0","223,7",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11504,3644386,613508034643,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078134190.0,,,1828.0,827.0,1779.0,830.0,1877.0,823.0,"0,37921","0,34119","-0,86011","0,33127","0,35860","-0,87274",,,Valid,Valid,"221,5","-12,3","603,7","287,5","-20,3","597,7","487,6","227,2","514,4","225,3",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11505,3652672,613508042929,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078142476.0,,,1842.0,816.0,1802.0,812.0,1883.0,820.0,"0,38767","0,33392","-0,85919","0,33340","0,35721","-0,87249",,,Valid,Valid,"221,4","-12,3","603,7","287,5","-20,5","598,0","493,8","222,3","516,0","224,4",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11506,3660977,613508051234,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078150780.0,,,1841.0,818.0,1802.0,812.0,1880.0,825.0,"0,38755","0,33385","-0,85927","0,33190","0,35916","-0,87226","4,16","3,81",Valid,Valid,"221,5","-12,3","603,7","287,6","-20,6","598,3","493,8","222,2","515,3","225,7",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
11507,3669311,613508059568,Eye Tracker,Participant0024,10.02.2021,Participant0024,Recording2,10.02.2021,10.02.2021,13:30:04.813,12:30:04.813,65466,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",4078159114.0,,,1835.0,828.0,1796.0,825.0,1875.0,831.0,"0,38506","0,33847","-0,85858","0,32974","0,36143","-0,87215",,,Valid,Valid,"221,5","-12,3","603,7","287,6","-20,7","598,5","492,2","225,7","513,9","227,3",,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Fixation,258.0,14.0,1827.0,827.0,,,,
