,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
24426,5941116,1666143562634,,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,58.0,,,,,,
24427,5941116,1666143562634,,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,thumbnail_grossTrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,58.0,,,,,,
24428,5942507,1666143564025,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416816416.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,58.0,,,,,,
24429,5950816,1666143572334,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416824725.0,,,411.0,143.0,,,411.0,143.0,,,,"-0,36516","-0,21143","-0,90662",,,Invalid,Valid,,,,"288,4","140,9","436,1",,,"112,7","39,2","0,0594","0,1325",,,"0,0594","0,1325",thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,57.0,,,,,,
24430,5959228,1666143580746,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416833137.0,,,407.0,136.0,,,407.0,136.0,,,,"-0,36682","-0,21531","-0,90503",,"3,10",Invalid,Valid,,,,"288,4","141,0","436,2",,,"111,6","37,3","0,0561","0,1261",,,"0,0561","0,1261",thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,57.0,,,,,,
24431,5967511,1666143589029,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416841419.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,59.0,,,,,,
24432,5975821,1666143597339,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416849730.0,,,409.0,132.0,,,409.0,132.0,,,,"-0,36565","-0,21716","-0,90507",,,Invalid,Valid,,,,"288,4","140,8","436,1",,,"112,2","36,2","0,0578","0,1224",,,"0,0578","0,1224",thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,58.0,,,,,,
24433,5984181,1666143605699,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416858090.0,,,403.0,123.0,,,403.0,123.0,,,,"-0,36802","-0,22231","-0,90285",,"3,13",Invalid,Valid,,,,"288,4","141,0","436,3",,,"110,6","33,6","0,0531","0,1136",,,"0,0531","0,1136",thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,58.0,,,,,,
24434,5992514,1666143614032,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416866423.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,60.0,,,,,,
24435,6000851,1666143622369,Eye Tracker,Participant0060,20.09.2021,Participant0060,Recording4,20.09.2021,20.09.2021,16:36:55.737,14:36:55.737,66132,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",416874759.0,,,402.0,125.0,,,402.0,125.0,,,,"-0,36884","-0,22055","-0,90295",,,Invalid,Valid,,,,"288,4","140,8","436,2",,,"110,2","34,3","0,0520","0,1159",,,"0,0520","0,1159",thumbnail_grossTrial,thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,59.0,,,,,,
