,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
6103,48551458,515022635629,,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saccade,133.0,241.0,,,,,,
6104,48551458,515022635629,,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,babelia 6164137243739591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saccade,133.0,241.0,,,,,,
6105,48556071,515022640242,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516733665.0,,,1186.0,383.0,1186.0,383.0,,,"0,22995","0,10024","-0,96803",,,,"2,86",,Valid,Invalid,"196,0","48,5","543,8",,,,"325,1","104,8",,,"0,6362","0,3545","0,6362","0,3545",,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6106,48564392,515022648563,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516741985.0,,,1223.0,364.0,1181.0,376.0,1266.0,353.0,"0,22718","0,09740","-0,96897","0,15661","0,08808","-0,98373",,,Valid,Valid,"196,0","48,2","544,4","260,6","48,0","542,8","323,6","102,9","347,0","96,6","0,6585","0,3374","0,6329","0,3481","0,6842","0,3268",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6107,48572740,515022656911,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516750333.0,,,1238.0,356.0,1191.0,371.0,1285.0,341.0,"0,23035","0,09865","-0,96810","0,16401","0,08512","-0,98278",,,Valid,Valid,"195,6","45,5","549,9","260,8","46,0","547,0","326,4","101,5","352,1","93,4","0,6672","0,3298","0,6391","0,3435","0,6953","0,3160",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6108,48581065,515022665236,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516758658.0,,,1185.0,348.0,1185.0,348.0,,,"0,22717","0,08950","-0,96973",,,,"3,57",,Valid,Invalid,"195,5","44,3","552,4",,,,"324,9","95,2",,,"0,6357","0,3222","0,6357","0,3222",,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6109,48589384,515022673555,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516766976.0,,,1243.0,349.0,1199.0,366.0,1286.0,333.0,"0,23278","0,09870","-0,96751","0,16352","0,08280","-0,98306",,,Valid,Valid,"195,5","43,6","553,6","261,2","44,9","549,3","328,7","100,1","352,6","91,2","0,6703","0,3236","0,6441","0,3387","0,6964","0,3084",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6110,48597711,515022681882,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516775303.0,,,1247.0,337.0,1208.0,352.0,1287.0,322.0,"0,23664","0,09271","-0,96716","0,16337","0,07748","-0,98352",,,Valid,Valid,"195,5","43,3","554,4","261,3","44,8","549,6","331,2","96,4","352,6","88,1","0,6730","0,3122","0,6495","0,3262","0,6965","0,2982",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6111,48606078,515022690249,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516783670.0,,,1242.0,349.0,1209.0,352.0,1275.0,345.0,"0,23665","0,09278","-0,96716","0,15714","0,08904","-0,98355","3,32","2,93",Valid,Valid,"195,7","43,2","554,5","261,5","44,7","549,7","331,4","96,4","349,4","94,5","0,6697","0,3229","0,6499","0,3261","0,6894","0,3197",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
6112,48614378,515022698549,Eye Tracker,Control group experiment,30.09.2020,Participant0002,Recording1,30.09.2020,30.09.2020,14:51:08.470,12:51:08.470,106276,Timeline1,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",516791970.0,,,1241.0,330.0,1208.0,315.0,1273.0,345.0,"0,23608","0,07531","-0,96881","0,15595","0,08933","-0,98372",,,Valid,Valid,"195,9","43,2","554,5","261,7","44,4","550,5","331,0","86,3","349,0","94,4","0,6688","0,3056","0,6491","0,2918","0,6886","0,3193",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Fixation,92.0,148.0,1237.0,347.0,"0,6668","0,3217",,
